class_name,angle_0,angle_1,angle_2,angle_3
0,177.5954942472964,177.8460593979314,8.400244086168474,7.837154569817856
0,177.57091149030435,177.69133539819325,8.477113195331155,7.8623029298144
0,177.2765476948576,176.92211215023931,8.483803576106745,8.131818868572113
0,177.40099648636757,176.68301294758245,8.400852337538604,8.061234595071877
0,177.29706164041147,176.46279493385427,8.410297933012732,8.085928465585786
0,177.12930400324885,176.53206277904243,8.489586613794929,7.976466468519206
0,176.93833680325363,176.7865811529179,8.531397455142766,7.802798456768741
0,177.0032863627807,177.17815861414792,8.46735901384655,7.634674966598739
0,177.12638823712126,177.6326666042642,8.40211861014195,7.444676314452748
0,177.115005603889,177.8406784441319,8.351856489413302,7.3901542352713845
0,177.41353568446658,177.93377160275813,8.291761684097489,7.34180347502684
0,177.64574021505186,177.98277557824977,8.24254851548424,7.242955873351924
0,177.7582389224238,178.1457112469905,8.093593057021897,7.2061282643775835
0,177.71160647307656,178.34338805647448,8.096708764659422,7.081093268354008
0,177.6557848238708,178.5238417488951,8.056090446431503,6.982821754892804
0,177.6949802020243,178.60915980981505,8.014278976877167,6.867887124028073
0,177.72894770277182,178.61078364343547,7.986084618227809,6.83867521352294
0,177.79792919655446,178.59732511918205,8.023592605600241,6.842105415706381
0,177.75655308724757,178.6538145993186,8.069740482554218,6.823458160883597
0,177.67582718967853,178.7021330843207,8.121570359178412,6.787007105749143
0,177.54933754228702,178.7234033421065,8.202766028944737,6.766453908093009
0,177.54445455215017,178.68116386611078,8.23702029219357,6.784528627180788
0,177.55885263294783,178.58878812541525,8.239756780488957,6.833018803999232
0,177.64171792465842,178.55431270612831,8.219991243539207,6.892419608297218
0,177.72486231463094,178.51762338526964,8.167837752445555,6.950187098390628
0,177.8118503039906,178.50284863430997,8.128253295259166,6.997892402742809
0,177.8508994772608,178.45257789019638,8.12276892952116,7.027963848704082
0,177.8814067751891,178.48545708273554,8.106888001124071,7.052771947502686
0,177.93968805385163,178.5163647600718,8.137068088557218,7.064626081907626
0,178.02994196442555,178.5576873245943,8.137635271237109,7.069605044175191
0,178.16142217401972,178.59403338722313,8.111562419938645,7.063081855274122
0,178.209439164529,178.65753892266522,8.112878034917781,7.051328668983781
0,178.24949583204696,178.75146221059507,8.091368639840864,7.021393065841872
0,178.28781248721353,178.78883149063535,8.067755760799637,7.031026524750345
0,178.34541071374016,178.79678805595225,8.04539123812499,7.069011114627789
0,178.44016013985626,178.78837387514503,8.022677572952992,7.085778359246325
0,178.5533453353896,178.74867012224107,7.974343218721255,7.11997953346287
0,178.66627207672948,178.68811565808656,7.93537614690604,7.186005455045053
0,178.76387603749205,178.53978440995346,7.8997816666239,7.272802997530905
0,178.82972464567675,178.48696019505263,7.87626300149194,7.298600255446832
0,178.83646973195414,178.48109748802773,7.885681984666901,7.304386384550296
0,178.84405981055778,178.47404548636158,7.901189764034406,7.310512287677827
0,178.8597524371851,178.48374752087983,7.904375310389593,7.319951946654913
0,178.8716515649906,178.45277417637325,7.907985522158942,7.332098564963093
0,178.8923870829986,178.4170341629528,7.914706344849051,7.350439990095516
0,178.89847349310728,178.37095700408264,7.931896490876376,7.37689283035871
0,178.9071616334501,178.3765865308784,7.945154668995689,7.400652797512563
0,178.9346895365052,178.38227648887414,7.953700889737719,7.4113026319607105
0,178.9662250187056,178.3394489236451,7.9568936720967125,7.448458818410041
0,179.02972432130642,178.33454114883622,7.932492674644817,7.469997034762738
0,179.09172860760023,178.35933772800666,7.938719103548003,7.459410508314065
0,178.98200394267957,178.38038628701088,7.996886926056647,7.452790379712166
0,178.8791787799376,178.41820214419872,8.047611074775277,7.437897242345322
0,178.7269002859283,178.41732599944422,8.111349618524713,7.44351384074547
0,178.7059103419988,178.42338222423106,8.125675604721648,7.445057987950615
0,178.671913534798,178.43325184493074,8.137455664458512,7.4422551459056905
0,178.50303668712877,178.43386469584155,8.20340921360746,7.447068686783937
0,178.27152122346317,178.42539862625682,8.319922691474941,7.448044312450148
0,177.9162661930798,178.36465860341363,8.487560855496053,7.448386633056007
0,177.65031765601412,178.3955524848283,8.62498689695967,7.4358520431402475
0,177.4011379870173,178.4506395926182,8.72884177526919,7.418058868259413
0,177.37059009115157,178.56780522026062,8.700393904967436,7.351113273285532
0,177.01139218623285,178.70773243110796,8.81989100353602,7.2252279314298224
0,176.98401735793814,178.85100559691125,8.773207092023418,7.096212208711683
0,176.92600948408813,179.0349291814693,8.828176573464852,6.953749466885349
0,176.61647952732525,179.51464287934607,8.815488656741605,6.697259355448801
0,176.83590268182977,179.56345558746952,8.513901786133896,6.581901003438048
0,176.9774305558747,179.2723144075102,8.284241114064317,6.619710170635911
0,177.10978628585266,178.37568743985886,8.165278630589839,6.995195209845127
0,177.24392926177325,178.23750936400054,8.138877144943809,7.161491025575744
0,176.83081188262327,178.85464469356887,8.307974354714796,7.098093383133161
0,176.41562929245129,178.75486309364135,8.282507643745012,7.350998508583083
0,176.18816709132415,178.7907575434247,8.251141650321022,7.464485957735743
0,176.2364645324417,179.18772377791507,8.182606711829443,7.366650672640148
0,176.1111400509533,179.29530527025747,8.184335271780919,7.297753906269251
0,176.0434335378258,179.42594170646683,8.054065908294719,7.2637667257777965
0,175.9747315152094,179.08605050351952,7.919502786247652,7.408880274684058
0,175.98667828906292,178.61900757408185,7.786951960579967,7.6016448008956194
0,175.97172850586838,178.32642561386507,7.806314840716225,7.627528211735408
0,176.04753135063712,178.46459133666949,7.726310559535892,7.523253920148462
0,175.6667972157751,178.1943984552009,7.890113552623926,7.572342768724631
0,175.58727803240552,178.20039600149843,7.855721483499516,7.485249063600513
0,175.49447072908538,177.74551095226968,7.908488915197221,7.591846610803083
0,175.3796197544879,177.22565800915052,8.004097918494544,7.7706830314387325
0,175.52326393344083,176.83705491758843,7.993764882091052,7.6688343552507545
0,175.34587973161197,176.56542068278873,8.094486552519957,7.554932477928944
0,175.03944977592795,176.42427379507666,8.252897092486553,7.430364321696317
0,174.75586460839975,176.18165694373388,8.34765627004738,7.428362862137897
0,174.78860127527292,176.31431300912928,8.448070149869405,7.259857999188397
0,174.89575233277532,175.87984752171735,8.457156103526192,7.396035232834552
0,174.90569525088767,175.31438227273892,8.45264238081528,7.5642933789046625
0,174.83077514442806,174.72517804603217,8.537956783971309,7.713911003679499
0,174.81898403538057,174.19867799203723,8.603947325949653,7.791192235245816
0,174.81056631574458,173.71365325896673,8.590339040567406,7.773184561723185
0,174.70775716399777,173.1320703569721,8.612191814992846,7.798351229087809
0,174.76145788058625,172.71267010904063,8.498507802636855,7.737822221903184
0,174.93449914637284,172.43714922499265,8.399319386127246,7.658724903666418
0,175.11735788370078,172.54770412132262,8.324063849966807,7.43154271806544
0,175.08662993149315,172.56237097130253,8.224385388081416,7.454225772306692
0,174.66523267519818,172.33235515404874,8.455059307718418,7.663508991436099
0,173.786082691981,172.33337702743677,8.900333077142882,7.889049173806407
0,174.01958828945044,172.93766976888614,8.827302687785936,7.895689831721811
0,174.88656024798783,173.7303789534363,8.378642606584675,7.59586667794198
0,175.2654985388965,174.72523356671593,8.27787489931718,7.481693269935123
0,175.27099835362907,175.57503160306257,8.229629157175413,7.3151330133531065
0,174.93284904290897,175.91689059471196,8.487802425099568,7.273773312395827
0,174.8873365069303,176.20386861991375,8.479644980918666,7.395325737206083
0,174.81539650966715,176.24966723927,8.45692625619861,7.570030038417221
0,174.973815911217,176.49938994156858,8.53350696625345,7.76221495417855
0,175.337950398532,176.60080894820305,8.458314438402638,8.085412369315634
0,175.46055483583356,177.1663362972713,8.562727387750286,7.974832866505032
0,175.70152848393738,177.56020176339294,8.483071916857563,7.77164771213831
0,176.3416036522356,177.57575507706807,8.328459872999368,8.083510795403585
0,175.92033561351454,178.10230523851422,8.654891144094137,7.974091115996524
0,175.57362874048104,178.73784852834922,8.834763455110853,7.845868257331509
0,175.33962145772034,179.04378065327992,9.127663158342651,7.884671793593073
0,175.26074900747258,179.3116272759897,9.429709557302639,7.779199922962598
0,175.46184911678066,179.2069607293511,9.549806518202898,7.961286829770412
0,175.67218832965673,179.49855889980088,9.507146825671535,8.040926415456441
0,175.5590853512086,179.8795166057088,9.84220502058049,8.010055671455133
0,175.07928857713128,179.9897733274363,10.201214941761794,8.050510602603161
0,174.60238750146456,179.95788845133234,10.615915476045556,8.07773797467361
0,174.3210862437445,179.92779709668844,10.842906034384912,8.11632490454895
0,173.9483095255603,179.91658605993183,10.960419333645158,8.093806435797635
0,173.99461649250952,179.92732662619392,10.90623470113952,8.059032593507707
0,173.7949904812689,179.97283443284823,10.987075224018971,8.040068646735934
0,173.2860439989964,179.7857595405011,11.01141276816117,8.034766291778956
0,172.91569092498833,179.31764793826403,11.235273725816649,8.130147793372572
0,172.13868232062686,178.98196584551943,11.135094870823854,8.258588527290833
0,172.165027702868,178.45739932717274,10.839041006708479,8.166431919843262
0,171.89720242268652,178.01986534629518,10.745112862932286,8.161571039137149
0,171.85952459594935,177.68032921685645,10.817182236757446,8.080485270066655
0,171.86368297280188,177.3492388275886,10.907829510940559,7.918937009297097
0,171.65765571647935,176.8146878161671,11.084522227132588,8.032177766720762
0,170.99707027508623,176.1543978663523,11.438488026638362,8.321441540734488
0,170.33245103666343,175.74657773202978,11.83236737812513,8.413611957424656
0,169.5745719002363,175.26346530415017,12.210518052344186,8.608758980238823
0,169.33625580575895,175.10262149873896,12.437128184690767,8.824624052802514
0,169.30622643993127,175.66477726477854,12.543476854238431,8.670776760183738
0,168.46191142996773,176.22113127838696,13.164951242754777,8.605830181789882
0,167.5264094330695,176.37942274388212,14.039775244949821,8.691577461880797
0,167.0759930808274,176.38006705431422,14.59166579812318,8.811258800627543
0,166.63971235370607,176.36487415506113,14.95587041943772,9.121742592768575
0,166.93925662705897,176.23269404166874,14.867295690115583,9.393190353779298
0,167.67249322158915,176.1518937752464,14.4676765608717,9.515978101595
0,168.25441184848296,175.5357343657986,14.166570692032636,9.822914061418638
0,168.29725082291577,175.22678182766992,14.001541386291677,10.053582324452064
0,168.7438423390297,175.19804440708873,13.66511481303863,10.108953758151568
0,169.50822750082594,175.52677166346422,13.28308426188911,9.867221642666289
0,169.91778190871236,175.07503250834066,13.105194575453403,9.820202516315433
0,171.18428802241598,174.97761150755372,12.392284820912677,9.80422974631487
0,172.1420686202059,175.0125197632799,11.741250601677619,9.763950664588362
0,174.43814741657104,175.13754078413922,10.448892727571293,9.663807759737777
0,175.35666298668718,175.19406033372601,9.865813085573999,9.66534039413213
0,176.0762594204879,175.44631530317318,9.368391264026236,9.57863599517825
0,176.56917094617717,175.58696552699874,8.837895954110166,9.54956553571862
0,176.60526288215956,175.7916116158858,8.67110712493499,9.458954406613953
0,176.62466404663908,175.92235933981294,8.611461402910116,9.428444861666657
0,176.5405892358774,176.0577369217211,8.593549323209242,9.442107775724219
0,176.5262135716782,176.19299500748465,8.58173341330753,9.449102012266115
0,176.5129942423482,176.17877536105698,8.584521873977826,9.490363726220245
0,176.4963295211261,176.21835710439893,8.560780517636028,9.480673285137389
0,176.62208095250216,176.2762959196904,8.499666648252314,9.451820727544593
0,176.87373633432279,176.6082811444227,8.309061874343906,9.333328626920942
0,176.91781198572878,177.2590867161669,8.30469652630493,8.953851657792256
0,177.04418161049222,177.48419801393163,8.171103217612389,8.680174467785728
0,177.03005707823706,177.32202186902933,8.013543229228855,8.686036858154266
0,177.05167856548476,177.78478139310172,7.854464361497674,8.328935031182747
0,177.16235875191165,177.68628311555628,7.62518990522621,8.056483684001808
0,177.29910267093052,177.52979544617025,7.352183778119928,8.0296357598509
0,177.39994766370685,178.51940887409197,7.247354986326013,7.4967426170485
0,177.28334524644302,178.219268981072,7.240411107238416,7.522833327342137
0,176.53904908706934,177.59028279315947,7.596638664060513,7.70110511147343
0,176.2125327505957,178.2897098487861,7.708351934296381,7.28554083635637
0,175.92785863462424,178.57656092797325,7.767344268457835,7.093785947880529
0,175.74156275830262,178.9366760295001,7.723465952606804,6.754386410388036
0,175.4005772447318,178.6826545493574,7.826812482346976,6.784861111675948
0,175.45109322367406,178.54643776128177,7.685730741481723,6.817869646079494
0,175.2972309196442,178.33981092015136,7.7153202747880245,6.845005869825699
0,174.9997431085776,177.29741458263956,7.74004627196116,7.1815989583125575
0,174.83995890936467,176.79154794420185,7.813453162367189,7.312116432337778
0,174.86396179908203,176.7455195074717,7.6744540553454526,7.387067304698198
0,175.04164587521967,176.34386697470896,7.559941300134704,7.5996684869145135
0,174.72815909291035,176.3139802757959,7.626785583309623,7.729376110379445
0,174.32809025528937,176.70293017022763,7.740008287389457,7.6224300539948135
0,173.8519706426644,177.09043938347244,7.776444293716023,7.557888491429522
0,173.04404691766072,176.84119516693244,7.961766329583332,7.781622312698812
0,172.1280319852792,176.74571945086535,8.345946126566032,7.966692520283848
0,171.8060214508452,176.89046916371638,8.497224303703106,7.8573418268545865
0,171.9270882363972,176.82703499576633,8.458339769120323,7.895495375505533
0,171.78050926388605,176.08953911835496,8.528282586114033,8.297765471755257
0,171.33309616174358,176.1320346509041,8.764854009956982,8.227783598529802
0,171.37363520097463,176.36883912655844,8.868972975538817,8.187733133253065
0,171.471011689398,176.58210001628183,8.81388221117342,8.115024086502626
0,171.57267509258838,176.79406120416277,8.896331295001415,8.034688349083217
0,172.09258165028356,177.1542397565243,8.792993857419301,7.855474042237456
0,172.67155333500173,177.25128881320293,8.751308647286208,7.844709597541397
0,173.211161829595,177.27954491876585,8.91881454763833,7.939714101451922
0,173.46856607665833,177.3589860033117,9.15125458429122,8.093016008592771
0,173.56659477798144,177.84286334588506,9.415980406979562,8.131430252310864
1,75.5933321129537,179.44358522024967,83.77553042422589,7.40881459050875
1,77.25240077086353,179.1896957491629,88.46687719097041,7.455318771174258
1,77.20148223752386,179.48040636964362,89.51377451991058,7.581423975504637
1,76.58409617012003,179.6194277763227,89.52664248758454,7.635906844941071
1,75.69566054071666,179.55386047793692,88.88917690403923,7.610075408606702
1,74.94757011596539,179.43713482701247,88.3804353970024,7.5902765335069216
1,75.59597396096707,179.48096083063697,89.35427730916037,7.568127943990017
1,75.73968037220044,179.32503762541646,90.07390753701684,7.43479671966711
1,74.85967024305253,179.4451594525212,89.59180774253224,7.461960253088586
1,74.22707925516657,179.18673410232,89.22415033540999,7.306855839244141
1,73.7106078541848,178.95202864245883,88.89458396647188,7.148537437195373
1,73.42788913308758,178.7611440422232,88.46758935693643,7.016719762530423
1,73.12655781243377,178.54394247836922,88.10703351001233,6.86914601290965
1,73.07809877450018,178.46450684728882,88.16935237700132,6.796556980691669
1,73.27290951233454,178.626575300674,88.32542789734879,6.838377438318505
1,72.59401635161142,178.4106046135126,87.69939933801741,6.598760697015664
1,72.3226368799805,178.3371173982237,87.36191402279398,6.441784572992929
1,71.95594169366535,178.3089984308616,87.18093242081493,6.357631848457414
1,71.94460136965648,178.20872636219235,87.24745546934652,6.273421138732663
1,72.2181346521021,178.09692900857456,87.40734984031728,6.191288804023317
1,72.55906702976377,177.95257737225563,87.45269252580708,6.105482662381399
1,73.27252071311244,177.8500459563857,87.59363443406087,6.101207916063441
1,73.48793811484097,177.59280599078897,87.32825633703123,6.113073017470017
1,73.83239636090937,177.524985312725,87.44605627497874,6.182700163965114
1,74.22991499663969,177.5177992657312,87.41889621523659,6.243278937577264
1,74.54084668876021,177.50873897049527,87.45722196631603,6.221288415670126
1,75.0315285690341,177.68041026991907,87.65752003588113,6.295581597894985
1,75.65580301721005,177.76574465147817,87.82522283486031,6.307439068825576
1,76.25065888345905,177.8868373599754,87.89235978740638,6.343369515648638
1,76.90639188515672,178.00035096424077,87.84863097845208,6.388433177514845
1,77.45564834045031,177.94233384970218,87.56470037792097,6.332279477382893
1,77.38818074489751,177.8884363576469,86.7566278017867,6.260913910927548
1,76.22233652673022,178.012236990824,85.4088583555472,6.2559137340636815
1,75.15801816608283,178.09508138587574,83.92415095338649,6.2539523181334395
1,75.01133311568344,178.19713628735565,83.11978867138507,6.359787629501304
1,74.51211564932544,178.1289426275152,82.28909210939536,6.372550892509147
1,73.8056523784816,178.247251964003,81.33441485616112,6.413564232599358
1,73.65105450096145,178.2902911543375,81.10528597840153,6.372645665397449
1,73.63951123221018,178.36857387804835,80.8738526428775,6.340918215865052
1,73.65686400493993,178.39666794923144,80.82425248298097,6.307250503583501
1,73.80006884839645,178.35538711375094,80.8274529768134,6.252284476002695
1,73.81073773514574,178.23718077688991,80.84109810886135,6.202660839803645
1,73.88845266039975,178.22783235807896,80.83491553709682,6.1819153963194555
1,73.81170538108962,178.226027967645,80.80684008901407,6.149717301567911
1,73.70887128266583,178.14805823264646,80.7735488547153,6.101667108585556
1,73.54634365254815,178.13500652243894,80.70627646348645,6.0797026547669795
1,73.42145264181914,178.15399969159097,80.67608009861978,6.081442029801566
1,73.19452911128303,178.14194824465554,80.4997908788908,6.068038757966281
1,73.21263450861079,178.12991027119338,80.54083328584528,6.044080700446339
1,73.2018213394261,177.99452000573402,80.48516150430503,6.0761497936233315
1,73.25926271565861,177.92416732030236,80.50681567398638,6.080955865183531
1,73.3128471112597,177.8706730120193,80.50744954377777,6.0732903627254515
1,73.35530058108185,177.85534450854936,80.51248919471895,6.083838285022313
1,73.51346798510058,177.77639799903795,80.65057992004348,6.057239233235815
1,73.90292733882146,177.65901622461107,81.00449361121457,5.997854427188036
1,74.055624870352,177.53344775724204,81.3536428460778,5.9311398850727635
1,73.96026059272722,177.51597964658723,81.76074603503474,5.918912139667301
